Day,Time,Level
7,19:00,0.1
7,20:00,0.1
7,21:00,0.1
7,22:00,0.1
7,23:00,0.1
8,00:00,100.0
8,01:00,98.01
8,02:00,96.8
8,03:00,94.9
8,04:00,93.24
8,05:00,91.54
8,06:00,83.58
8,07:00,74.48
8,08:00,64.74
8,09:00,57.56
8,10:00,50.5
8,11:00,43.29
8,12:00,35.42
8,13:00,28.91
8,14:00,21.1
8,15:00,15.06
8,16:00,6.44
8,17:00,0.1
8,18:00,0.1
8,19:00,0.1
8,20:00,0.1
8,21:00,0.1
8,22:00,0.1
8,23:00,0.1
9,00:00,100.0
9,01:00,98.58
9,02:00,97.5
9,03:00,96.22
9,04:00,94.67
9,05:00,93.21
9,06:00,84.66
9,07:00,75.29
9,08:00,68.25
9,09:00,59.78
9,10:00,54.17
9,11:00,48.84
9,12:00,41.24
9,13:00,36.24
9,14:00,30.36
9,15:00,22.54
9,16:00,15.81
9,17:00,7.02
9,18:00,0.1
9,19:00,0.1
9,20:00,0.1
9,21:00,0.1
9,22:00,0.1
9,23:00,0.1
10,00:00,100.0
10,01:00,98.68
10,02:00,96.89
10,03:00,95.58
10,04:00,94.31
10,05:00,92.94
10,06:00,84.58
10,07:00,76.07
10,08:00,69.06
10,09:00,59.51
10,10:00,52.97
10,11:00,45.03
10,12:00,39.84
10,13:00,34.19
10,14:00,28.02
10,15:00,22.92
10,16:00,15.3
10,17:00,6.52
10,18:00,0.1
10,19:00,0.1
10,20:00,0.1
10,21:00,0.1
10,22:00,0.1
10,23:00,0.1
11,00:00,100.0
11,01:00,98.35
11,02:00,97.35
11,03:00,95.66
11,04:00,94.12
11,05:00,92.41
11,06:00,84.3
11,07:00,75.63
11,08:00,67.65
11,09:00,60.3
11,10:00,53.6
11,11:00,46.09
11,12:00,40.58
11,13:00,33.88
11,14:00,27.71
11,15:00,21.2
11,16:00,13.73
11,17:00,5.1
11,18:00,0.1
11,19:00,0.1
11,20:00,0.1
11,21:00,0.1
11,22:00,0.1
11,23:00,0.1
12,00:00,100.0
12,01:00,98.54
12,02:00,97.44
12,03:00,95.71
12,04:00,93.83
12,05:00,92.18
12,06:00,83.09
12,07:00,74.45
12,08:00,65.71
12,09:00,58.08
12,10:00,52.65
12,11:00,46.21
12,12:00,41.05
12,13:00,35.16
12,14:00,28.43
12,15:00,20.59
12,16:00,12.91
12,17:00,4.38
12,18:00,0.1
12,19:00,0.1
12,20:00,0.1
12,21:00,0.1
12,22:00,0.1
12,23:00,0.1
13,00:00,100.0
13,01:00,98.97
13,02:00,97.53
13,03:00,96.04
13,04:00,94.18
13,05:00,92.39
13,06:00,83.4
13,07:00,75.4
13,08:00,68.22
13,09:00,60.49
13,10:00,54.52
13,11:00,48.03
13,12:00,41.64
13,13:00,35.39
13,14:00,30.33
13,15:00,23.24
13,16:00,14.69
13,17:00,7.49
13,18:00,0.1
13,19:00,0.1
13,20:00,0.1
13,21:00,0.1
13,22:00,0.1
13,23:00,0.1
14,00:00,100.0
14,01:00,98.54
14,02:00,96.98
14,03:00,95.98
14,04:00,94.49
14,05:00,92.57
14,06:00,84.91
14,07:00,76.01
14,08:00,66.21
14,09:00,57.75
14,10:00,50.81
14,11:00,43.93
14,12:00,38.37
14,13:00,30.77
14,14:00,22.84
14,15:00,15.07
14,16:00,7.13
14,17:00,0.55
14,18:00,0.1
14,19:00,0.1
14,20:00,0.1
14,21:00,0.1
14,22:00,0.1
14,23:00,0.1
15,00:00,100.0
15,01:00,98.16
15,02:00,96.57
15,03:00,95.3
15,04:00,94.16
15,05:00,92.24
15,06:00,84.13
15,07:00,75.08
15,08:00,65.35
15,09:00,55.54
15,10:00,48.93
15,11:00,43.39
15,12:00,38.02
15,13:00,30.41
15,14:00,23.85
15,15:00,18.18
15,16:00,10.81
15,17:00,3.97
15,18:00,0.1
15,19:00,0.1
15,20:00,0.1
15,21:00,0.1
15,22:00,0.1
15,23:00,0.1
16,00:00,100.0
16,01:00,98.47
16,02:00,96.69
16,03:00,95.29
16,04:00,93.39
16,05:00,91.82
16,06:00,81.84
16,07:00,72.88
16,08:00,64.33
16,09:00,55.03
16,10:00,49.57
16,11:00,44.19
16,12:00,36.93
16,13:00,29.93
16,14:00,24.87
16,15:00,18.99
16,16:00,11.9
16,17:00,2.92
16,18:00,0.1
16,19:00,0.1
16,20:00,0.1
16,21:00,0.1
16,22:00,0.1
16,23:00,0.1
17,00:00,100.0
17,01:00,98.76
17,02:00,97.26
17,03:00,95.49
17,04:00,93.64
17,05:00,92.14
17,06:00,83.43
17,07:00,73.91
17,08:00,64.06
17,09:00,54.47
17,10:00,49.15
17,11:00,41.72
17,12:00,34.32
17,13:00,26.52
17,14:00,19.07
17,15:00,13.32
17,16:00,7.19
17,17:00,0.27
17,18:00,0.1
17,19:00,0.1
17,20:00,0.1
17,21:00,0.1
17,22:00,0.1
17,23:00,0.1
18,00:00,100.0
18,01:00,98.25
18,02:00,96.87
18,03:00,95.45
18,04:00,93.96
18,05:00,92.29
18,06:00,83.96
18,07:00,74.03
18,08:00,64.59
18,09:00,57.47
18,10:00,52.08
18,11:00,46.24
18,12:00,40.46
18,13:00,34.16
18,14:00,26.33
18,15:00,19.11
18,16:00,12.83
18,17:00,4.7
18,18:00,0.1
18,19:00,0.1
18,20:00,0.1
18,21:00,0.1
18,22:00,0.1
18,23:00,0.1
19,00:00,100.0
19,01:00,98.13
19,02:00,96.87
19,03:00,95.66
19,04:00,94.47
19,05:00,93.26
19,06:00,85.37
19,07:00,75.47
19,08:00,66.9
19,09:00,59.11
19,10:00,52.33
19,11:00,45.41
19,12:00,40.08
19,13:00,32.93
19,14:00,26.18
19,15:00,18.35
19,16:00,10.95
19,17:00,3.1
19,18:00,0.1
19,19:00,0.1
19,20:00,0.1
19,21:00,0.1
19,22:00,0.1
19,23:00,0.1
20,00:00,100.0
20,01:00,98.37
20,02:00,96.9
20,03:00,95.65
20,04:00,93.73
20,05:00,92.26
20,06:00,83.06
20,07:00,75.22
20,08:00,65.37
20,09:00,58.23
20,10:00,52.01
20,11:00,45.82
20,12:00,40.1
20,13:00,34.3
20,14:00,28.62
20,15:00,21.73
20,16:00,13.3
20,17:00,5.69
20,18:00,0.1
20,19:00,0.1
20,20:00,0.1
20,21:00,0.1
20,22:00,0.1
20,23:00,0.1
21,00:00,100.0
21,01:00,98.21
21,02:00,96.51
21,03:00,94.56
21,04:00,93.31
21,05:00,92.23
21,06:00,83.17
21,07:00,75.85
21,08:00,68.36
21,09:00,60.76
21,10:00,53.4
21,11:00,46.56
21,12:00,40.04
21,13:00,32.66
21,14:00,24.82
21,15:00,19.13
21,16:00,11.53
21,17:00,5.16
21,18:00,0.1
21,19:00,0.1
21,20:00,0.1
21,21:00,0.1
21,22:00,0.1
21,23:00,0.1
22,00:00,100.0
22,01:00,98.98
22,02:00,97.9
22,03:00,96.48
22,04:00,95.05
22,05:00,93.78
22,06:00,86.09
22,07:00,76.23
22,08:00,69.08
22,09:00,60.45
22,10:00,53.79
22,11:00,47.92
22,12:00,41.52
22,13:00,36.32
22,14:00,28.64
22,15:00,21.55
22,16:00,15.35
22,17:00,6.63
22,18:00,0.1
22,19:00,0.1
22,20:00,0.1
22,21:00,0.1
22,22:00,0.1
22,23:00,0.1
23,00:00,100.0
23,01:00,98.12
23,02:00,96.4
23,03:00,94.4
23,04:00,93.28
23,05:00,91.37
23,06:00,82.24
23,07:00,73.58
23,08:00,65.55
23,09:00,58.52
23,10:00,51.94
23,11:00,44.4
23,12:00,36.87
23,13:00,29.93
23,14:00,23.66
23,15:00,16.25
23,16:00,7.69
23,17:00,0.1
23,18:00,0.1
23,19:00,0.1
23,20:00,0.1
23,21:00,0.1
23,22:00,0.1
23,23:00,0.1
24,00:00,100.0
24,01:00,98.79
24,02:00,96.87
24,03:00,95.17
24,04:00,93.87
24,05:00,92.34
24,06:00,85.3
24,07:00,75.71
24,08:00,67.89
24,09:00,60.45
24,10:00,55.42
24,11:00,47.73
24,12:00,41.72
24,13:00,34.95
24,14:00,27.34
24,15:00,20.87
24,16:00,14.68
24,17:00,6.63
24,18:00,0.1
24,19:00,0.1
24,20:00,0.1
24,21:00,0.1
24,22:00,0.1
24,23:00,0.1
25,00:00,100.0
25,01:00,98.12
25,02:00,96.95
25,03:00,95.82
25,04:00,94.76
25,05:00,93.52
25,06:00,85.55
25,07:00,76.52
25,08:00,67.56
25,09:00,58.04
25,10:00,51.48
25,11:00,46.01
25,12:00,38.07
25,13:00,32.58
25,14:00,26.21
25,15:00,20.18
25,16:00,14.16
25,17:00,6.81
25,18:00,0.1
25,19:00,0.1
25,20:00,0.1
25,21:00,0.1
25,22:00,0.1
25,23:00,0.1
26,00:00,100.0
26,01:00,98.7
26,02:00,96.83
26,03:00,95.54
26,04:00,93.65
26,05:00,92.47
26,06:00,82.93
26,07:00,74.84
26,08:00,67.75
26,09:00,59.99
26,10:00,53.35
26,11:00,45.55
26,12:00,37.84
26,13:00,30.9
26,14:00,25.48
26,15:00,18.51
26,16:00,10.26
26,17:00,4.19
26,18:00,0.1
26,19:00,0.1
26,20:00,0.1
26,21:00,0.1
26,22:00,0.1
26,23:00,0.1
27,00:00,100.0
27,01:00,98.95
27,02:00,96.99
27,03:00,95.49
27,04:00,94.38
27,05:00,92.4
27,06:00,85.0
27,07:00,75.81
27,08:00,67.55
27,09:00,58.64
27,10:00,52.66
27,11:00,45.33
27,12:00,38.17
27,13:00,31.44
27,14:00,26.02
27,15:00,19.74
27,16:00,12.94
27,17:00,4.68
27,18:00,0.1
27,19:00,0.1
27,20:00,0.1
27,21:00,0.1
27,22:00,0.1
27,23:00,0.1
28,00:00,100.0
28,01:00,98.36
28,02:00,97.24
28,03:00,95.81
28,04:00,93.85
28,05:00,92.35
28,06:00,84.96
28,07:00,75.58
28,08:00,67.53
28,09:00,60.32
28,10:00,54.11
28,11:00,47.93
28,12:00,40.24
28,13:00,33.02
28,14:00,27.14
28,15:00,20.55
28,16:00,12.08
28,17:00,3.32
28,18:00,0.1
28,19:00,0.1
28,20:00,0.1
28,21:00,0.1
28,22:00,0.1
28,23:00,0.1
29,00:00,100.0
29,01:00,98.77
29,02:00,96.87
29,03:00,95.77
29,04:00,94.19
29,05:00,92.62
29,06:00,85.01
29,07:00,77.28
29,08:00,68.14
29,09:00,58.46
29,10:00,51.08
29,11:00,44.0
29,12:00,36.78
29,13:00,29.54
29,14:00,24.2
29,15:00,18.95
29,16:00,11.27
29,17:00,3.57
29,18:00,0.1
29,19:00,0.1
29,20:00,0.1
29,21:00,0.1
29,22:00,0.1
29,23:00,0.1
30,00:00,100.0
30,01:00,98.07
30,02:00,96.15
30,03:00,95.04
30,04:00,93.81
30,05:00,92.17
30,06:00,82.62
30,07:00,72.75
30,08:00,62.9
30,09:00,53.85
30,10:00,47.25
30,11:00,41.78
30,12:00,33.89
30,13:00,26.14
30,14:00,20.41
30,15:00,14.74
30,16:00,7.93
30,17:00,1.03
30,18:00,0.1
30,19:00,0.1
30,20:00,0.1
30,21:00,0.1
30,22:00,0.1
30,23:00,0.1
31,00:00,100.0
31,01:00,98.17
31,02:00,96.54
31,03:00,95.47
31,04:00,93.48
31,05:00,91.51
31,06:00,81.8
31,07:00,73.66
31,08:00,63.82
31,09:00,55.44
31,10:00,47.86
31,11:00,41.15
31,12:00,33.37
31,13:00,27.26
31,14:00,19.37
31,15:00,12.48
31,16:00,6.06
31,17:00,0.1
31,18:00,0.1
31,19:00,0.1
31,20:00,0.1
31,21:00,0.1
31,22:00,0.1
31,23:00,0.1
32,00:00,100.0
32,01:00,98.18
32,02:00,96.97
32,03:00,95.53
32,04:00,93.78
32,05:00,92.06
32,06:00,82.74
32,07:00,74.95
32,08:00,67.53
32,09:00,58.63
32,10:00,50.66
32,11:00,44.45
32,12:00,38.17
32,13:00,32.75
32,14:00,27.69
32,15:00,19.72
32,16:00,13.56
32,17:00,6.67
32,18:00,0.24
32,19:00,0.1
32,20:00,0.1
32,21:00,0.1
32,22:00,0.1
32,23:00,0.1
33,00:00,100.0
33,01:00,98.64
33,02:00,96.81
33,03:00,95.52
33,04:00,93.87
33,05:00,92.15
33,06:00,84.78
33,07:00,75.07
33,08:00,67.77
33,09:00,59.09
33,10:00,52.79
33,11:00,47.65
33,12:00,41.21
33,13:00,33.68
33,14:00,26.97
33,15:00,20.63
33,16:00,14.43
33,17:00,6.67
33,18:00,0.1
33,19:00,0.1
33,20:00,0.1
33,21:00,0.1
33,22:00,0.1
33,23:00,0.1
34,00:00,100.0
34,01:00,98.32
34,02:00,96.58
34,03:00,95.29
34,04:00,94.15
34,05:00,93.08
34,06:00,84.53
34,07:00,75.74
34,08:00,66.17
34,09:00,56.51
34,10:00,48.8
34,11:00,41.79
34,12:00,34.35
34,13:00,28.15
34,14:00,22.35
34,15:00,17.33
34,16:00,10.62
34,17:00,3.8
34,18:00,0.1
34,19:00,0.1
34,20:00,0.1
34,21:00,0.1
34,22:00,0.1
34,23:00,0.1
35,00:00,100.0
35,01:00,98.99
35,02:00,97.97
35,03:00,96.03
35,04:00,94.49
35,05:00,92.79
35,06:00,83.89
35,07:00,75.31
35,08:00,66.69
35,09:00,59.51
35,10:00,52.5
35,11:00,44.83
35,12:00,37.89
35,13:00,30.28
35,14:00,23.93
35,15:00,17.51
35,16:00,8.6
35,17:00,2.31
35,18:00,0.1
35,19:00,0.1
35,20:00,0.1
35,21:00,0.1
35,22:00,0.1
35,23:00,0.1
36,00:00,100.0
36,01:00,98.48
36,02:00,97.34
36,03:00,95.96
36,04:00,94.56
36,05:00,92.66
36,06:00,85.62
36,07:00,77.64
36,08:00,68.55
36,09:00,59.69
36,10:00,54.1
36,11:00,47.35
36,12:00,42.17
36,13:00,34.18
36,14:00,26.92
36,15:00,19.22
36,16:00,10.29
36,17:00,3.64
36,18:00,0.1
36,19:00,0.1
36,20:00,0.1
36,21:00,0.1
36,22:00,0.1
36,23:00,0.1
37,00:00,100.0
37,01:00,98.86
37,02:00,97.07
37,03:00,95.29
37,04:00,94.15
37,05:00,92.63
37,06:00,84.43
37,07:00,74.73
37,08:00,67.18
37,09:00,58.87
37,10:00,51.55
37,11:00,46.41
37,12:00,39.96
37,13:00,34.7
37,14:00,28.64
37,15:00,23.3
37,16:00,16.52
37,17:00,7.98
37,18:00,1.77
37,19:00,0.1
37,20:00,0.1
37,21:00,0.1
37,22:00,0.1
37,23:00,0.1
38,00:00,100.0
38,01:00,98.41
38,02:00,97.14
38,03:00,95.37
38,04:00,93.47
38,05:00,91.54
38,06:00,81.58
38,07:00,74.15
38,08:00,65.7
38,09:00,57.74
38,10:00,51.22
38,11:00,43.49
38,12:00,36.21
38,13:00,30.12
38,14:00,24.04
38,15:00,17.65
38,16:00,8.8
38,17:00,2.71
38,18:00,0.1
38,19:00,0.1
38,20:00,0.1
38,21:00,0.1
38,22:00,0.1
38,23:00,0.1
39,00:00,100.0
39,01:00,98.2
39,02:00,96.93
39,03:00,95.79
39,04:00,93.87
39,05:00,92.66
39,06:00,84.78
39,07:00,76.25
39,08:00,67.02
39,09:00,57.55
39,10:00,51.82
39,11:00,45.06
39,12:00,37.77
39,13:00,30.93
39,14:00,24.61
39,15:00,16.88
39,16:00,8.4
39,17:00,0.54
39,18:00,0.1
39,19:00,0.1
39,20:00,0.1
39,21:00,0.1
39,22:00,0.1
39,23:00,0.1
40,00:00,100.0
40,01:00,98.18
40,02:00,96.98
40,03:00,95.4
40,04:00,93.71
40,05:00,91.98
40,06:00,83.93
40,07:00,74.41
40,08:00,67.26
40,09:00,58.07
40,10:00,50.85
40,11:00,45.04
40,12:00,38.28
40,13:00,30.43
40,14:00,24.11
40,15:00,18.25
40,16:00,9.43
40,17:00,1.25
40,18:00,0.1
40,19:00,0.1
40,20:00,0.1
40,21:00,0.1
40,22:00,0.1
40,23:00,0.1
41,00:00,100.0
41,01:00,98.39
41,02:00,97.15
41,03:00,95.22
41,04:00,93.6
41,05:00,91.65
41,06:00,83.95
41,07:00,75.2
41,08:00,66.59
41,09:00,59.3
41,10:00,52.97
41,11:00,46.17
41,12:00,39.97
41,13:00,32.39
41,14:00,25.54
41,15:00,17.55
41,16:00,9.34
41,17:00,2.8
41,18:00,0.1
41,19:00,0.1
41,20:00,0.1
41,21:00,0.1
41,22:00,0.1
41,23:00,0.1
42,00:00,100.0
42,01:00,98.88
42,02:00,97.09
42,03:00,95.25
42,04:00,94.03
42,05:00,92.61
42,06:00,83.13
42,07:00,75.39
42,08:00,68.3
42,09:00,60.25
42,10:00,54.05
42,11:00,47.04
42,12:00,40.33
42,13:00,35.01
42,14:00,29.97
42,15:00,22.28
42,16:00,15.07
42,17:00,6.79
42,18:00,0.1
42,19:00,0.1
42,20:00,0.1
42,21:00,0.1
42,22:00,0.1
42,23:00,0.1
43,00:00,100.0
43,01:00,98.36
43,02:00,96.79
43,03:00,95.6
43,04:00,93.96
43,05:00,92.51
43,06:00,85.06
43,07:00,77.83
43,08:00,69.9
43,09:00,61.01
43,10:00,55.25
43,11:00,48.87
43,12:00,43.57
43,13:00,36.87
43,14:00,29.08
43,15:00,22.93
43,16:00,14.84
43,17:00,6.29
43,18:00,0.1
43,19:00,0.1
43,20:00,0.1
43,21:00,0.1
43,22:00,0.1
43,23:00,0.1
44,00:00,100.0
44,01:00,98.81
44,02:00,97.29
44,03:00,95.48
44,04:00,94.06
44,05:00,92.88
44,06:00,84.82
44,07:00,75.45
44,08:00,68.45
44,09:00,59.99
44,10:00,54.57
44,11:00,49.55
44,12:00,43.56
44,13:00,37.2
44,14:00,31.84
44,15:00,26.48
44,16:00,18.02
44,17:00,9.62
44,18:00,1.83
44,19:00,0.1
44,20:00,0.1
44,21:00,0.1
44,22:00,0.1
44,23:00,0.1
45,00:00,100.0
45,01:00,98.42
45,02:00,96.43
45,03:00,94.93
45,04:00,93.65
45,05:00,92.18
45,06:00,82.81
45,07:00,72.81
45,08:00,63.11
45,09:00,53.91
45,10:00,48.68
45,11:00,41.5
45,12:00,36.05
45,13:00,29.21
45,14:00,23.37
45,15:00,15.39
45,16:00,8.88
45,17:00,0.58
45,18:00,0.1
45,19:00,0.1
45,20:00,0.1
45,21:00,0.1
45,22:00,0.1
45,23:00,0.1
46,00:00,100.0
46,01:00,98.55
46,02:00,97.54
46,03:00,95.78
46,04:00,94.0
46,05:00,92.71
46,06:00,85.6
46,07:00,78.01
46,08:00,70.27
46,09:00,60.27
46,10:00,54.65
46,11:00,49.05
46,12:00,43.08
46,13:00,37.95
46,14:00,31.71
46,15:00,25.14
46,16:00,19.07
46,17:00,11.89
46,18:00,3.73
46,19:00,0.1
46,20:00,0.1
46,21:00,0.1
46,22:00,0.1
46,23:00,0.1
47,00:00,100.0
47,01:00,98.91
47,02:00,97.16
47,03:00,96.0
47,04:00,94.45
47,05:00,93.43
47,06:00,85.28
47,07:00,75.93
47,08:00,68.8
47,09:00,59.24
47,10:00,53.97
47,11:00,46.26
47,12:00,40.0
47,13:00,34.19
47,14:00,29.15
47,15:00,21.43
47,16:00,13.27
47,17:00,6.67
47,18:00,0.11
47,19:00,0.1
47,20:00,0.1
47,21:00,0.1
47,22:00,0.1
47,23:00,0.1
48,00:00,100.0
48,01:00,98.72
48,02:00,97.13
48,03:00,96.06
48,04:00,94.09
48,05:00,92.95
48,06:00,84.96
48,07:00,75.44
48,08:00,68.44
48,09:00,59.8
48,10:00,54.79
48,11:00,48.16
48,12:00,42.0
48,13:00,34.59
48,14:00,28.68
48,15:00,20.76
48,16:00,13.95
48,17:00,7.09
48,18:00,0.87
48,19:00,0.1
48,20:00,0.1
48,21:00,0.1
48,22:00,0.1
48,23:00,0.1
49,00:00,100.0
49,01:00,98.25
49,02:00,96.36
49,03:00,94.88
49,04:00,93.6
49,05:00,91.91
49,06:00,82.89
49,07:00,73.39
49,08:00,65.81
49,09:00,57.87
49,10:00,49.91
49,11:00,44.08
49,12:00,37.53
49,13:00,31.4
49,14:00,26.3
49,15:00,19.79
49,16:00,13.66
49,17:00,5.83
49,18:00,0.1
49,19:00,0.1
49,20:00,0.1
49,21:00,0.1
49,22:00,0.1
49,23:00,0.1
50,00:00,100.0
50,01:00,98.12
50,02:00,97.05
50,03:00,95.46
50,04:00,94.46
50,05:00,92.5
50,06:00,83.04
50,07:00,73.76
50,08:00,66.51
50,09:00,57.21
50,10:00,52.13
50,11:00,46.0
50,12:00,39.23
50,13:00,32.48
50,14:00,25.35
50,15:00,19.26
50,16:00,12.71
50,17:00,3.78
50,18:00,0.1
50,19:00,0.1
50,20:00,0.1
50,21:00,0.1
50,22:00,0.1
50,23:00,0.1
51,00:00,100.0
51,01:00,98.01
51,02:00,96.41
51,03:00,94.99
51,04:00,93.74
51,05:00,92.67
51,06:00,84.74
51,07:00,76.5
51,08:00,68.26
51,09:00,59.14
51,10:00,52.57
51,11:00,45.4
51,12:00,37.79
51,13:00,31.63
51,14:00,24.14
51,15:00,17.37
51,16:00,10.16
51,17:00,2.37
51,18:00,0.1
51,19:00,0.1
51,20:00,0.1
51,21:00,0.1
51,22:00,0.1
51,23:00,0.1
52,00:00,100.0
52,01:00,98.65
52,02:00,96.8
52,03:00,95.22
52,04:00,93.88
52,05:00,92.64
52,06:00,83.76
52,07:00,76.5
52,08:00,69.06
52,09:00,60.05
52,10:00,52.96
52,11:00,47.52
52,12:00,40.04
52,13:00,33.31
52,14:00,26.08
52,15:00,19.46
52,16:00,12.68
52,17:00,3.68
52,18:00,0.1
52,19:00,0.1
52,20:00,0.1
52,21:00,0.1
52,22:00,0.1
52,23:00,0.1
53,00:00,100.0
53,01:00,98.18
53,02:00,96.26
53,03:00,94.82
53,04:00,93.23
53,05:00,91.71
53,06:00,82.99
53,07:00,73.02
53,08:00,63.61
53,09:00,54.51
53,10:00,48.58
53,11:00,41.64
53,12:00,34.9
53,13:00,28.4
53,14:00,20.85
53,15:00,15.17
53,16:00,9.11
53,17:00,2.53
53,18:00,0.1
53,19:00,0.1
53,20:00,0.1
53,21:00,0.1
53,22:00,0.1
53,23:00,0.1
54,00:00,100.0
54,01:00,98.55
54,02:00,96.67
54,03:00,95.41
54,04:00,94.22
54,05:00,92.95
54,06:00,83.62
54,07:00,73.75
54,08:00,66.73
54,09:00,59.32
54,10:00,53.62
54,11:00,45.88
54,12:00,39.82
54,13:00,34.09
54,14:00,27.91
54,15:00,20.03
54,16:00,13.8
54,17:00,5.89
54,18:00,0.1
54,19:00,0.1
54,20:00,0.1
54,21:00,0.1
54,22:00,0.1
54,23:00,0.1
55,00:00,100.0
55,01:00,98.68
55,02:00,97.31
55,03:00,95.73
55,04:00,94.65
55,05:00,93.63
55,06:00,84.42
55,07:00,76.27
55,08:00,68.51
55,09:00,59.56
55,10:00,53.92
55,11:00,47.74
55,12:00,40.59
55,13:00,32.6
55,14:00,27.06
55,15:00,19.55
55,16:00,12.77
55,17:00,5.45
55,18:00,0.1
55,19:00,0.1
55,20:00,0.1
55,21:00,0.1
55,22:00,0.1
55,23:00,0.1
56,00:00,100.0
56,01:00,98.52
56,02:00,96.61
56,03:00,95.43
56,04:00,93.87
56,05:00,92.49
56,06:00,82.9
56,07:00,75.82
56,08:00,65.84
56,09:00,58.65
56,10:00,50.65
56,11:00,44.01
56,12:00,37.35
56,13:00,30.47
56,14:00,23.47
56,15:00,16.87
56,16:00,8.68
56,17:00,1.28
56,18:00,0.1
56,19:00,0.1
56,20:00,0.1
56,21:00,0.1
56,22:00,0.1
56,23:00,0.1
57,00:00,100.0
57,01:00,98.17
57,02:00,96.36
57,03:00,94.86
57,04:00,93.08
57,05:00,91.91
57,06:00,83.23
57,07:00,75.21
57,08:00,65.66
57,09:00,56.28
57,10:00,50.99
57,11:00,44.79
57,12:00,38.0
57,13:00,32.87
57,14:00,24.93
57,15:00,19.84
57,16:00,11.87
57,17:00,5.22
57,18:00,0.1
57,19:00,0.1
57,20:00,0.1
57,21:00,0.1
57,22:00,0.1
57,23:00,0.1
58,00:00,100.0
58,01:00,98.37
58,02:00,97.37
58,03:00,95.52
58,04:00,94.33
58,05:00,92.68
58,06:00,83.91
58,07:00,75.62
58,08:00,67.19
58,09:00,59.26
58,10:00,52.63
58,11:00,46.65
58,12:00,41.54
58,13:00,36.1
58,14:00,29.59
58,15:00,24.25
58,16:00,17.55
58,17:00,10.46
58,18:00,4.36
58,19:00,0.1
58,20:00,0.1
58,21:00,0.1
58,22:00,0.1
58,23:00,0.1
59,00:00,100.0
59,01:00,98.89
59,02:00,97.75
59,03:00,95.92
59,04:00,94.74
59,05:00,92.97
