Day,Time,Level
8,11:00,28.38
8,12:00,97.52
8,13:00,3.98
8,14:00,90.63
8,15:00,67.02
8,16:00,28.4
8,17:00,33.11
8,18:00,91.33
8,19:00,20.22
8,20:00,24.84
8,21:00,96.96
8,22:00,45.78
8,23:00,87.89
8,00:00,100.0
9,00:00,44.03
9,01:00,66.86
9,02:00,12.68
9,03:00,55.12
9,04:00,12.12
9,05:00,24.79
9,06:00,1.97
9,07:00,77.0
9,08:00,67.95
9,09:00,40.95
9,10:00,57.73
9,11:00,6.73
9,12:00,20.22
9,13:00,16.8
9,14:00,13.97
9,15:00,72.61
9,16:00,92.87
9,17:00,61.26
9,18:00,35.31
9,19:00,96.69
9,20:00,92.79
9,21:00,49.36
9,22:00,0.92
9,23:00,87.27
9,00:00,100.0
10,00:00,77.4
10,01:00,85.78
10,02:00,3.37
10,03:00,49.05
10,04:00,35.25
10,05:00,61.89
10,06:00,27.4
10,07:00,64.61
10,08:00,30.04
10,09:00,98.54
10,10:00,4.4
10,11:00,50.35
10,12:00,79.54
10,13:00,12.65
10,14:00,31.48
10,15:00,82.21
10,16:00,93.01
10,17:00,87.15
10,18:00,54.7
10,19:00,92.27
10,20:00,63.66
10,21:00,21.35
10,22:00,17.81
10,23:00,14.52
10,00:00,100.0
11,00:00,91.11
11,01:00,91.59
11,02:00,10.38
11,03:00,46.54
11,04:00,47.2
11,05:00,20.18
11,06:00,53.32
11,07:00,5.12
11,08:00,35.5
11,09:00,38.56
11,10:00,15.4
11,11:00,17.74
11,12:00,13.28
11,13:00,77.35
11,14:00,4.62
11,15:00,2.66
11,16:00,86.25
11,17:00,43.76
11,18:00,69.87
11,19:00,81.97
11,20:00,73.3
11,21:00,56.3
11,22:00,39.83
11,23:00,35.05
11,00:00,100.0
12,00:00,34.76
12,01:00,59.28
12,02:00,13.24
12,03:00,82.98
12,04:00,96.48
12,05:00,19.1
12,06:00,42.76
12,07:00,61.92
12,08:00,79.16
12,09:00,35.85
12,10:00,62.64
12,11:00,42.42
12,12:00,92.3
12,13:00,11.8
12,14:00,10.38
12,15:00,42.39
12,16:00,77.51
12,17:00,78.38
12,18:00,69.08
12,19:00,57.73
12,20:00,16.55
12,21:00,35.85
12,22:00,28.92
12,23:00,44.01
12,00:00,100.0
13,00:00,33.07
13,01:00,14.31
13,02:00,91.55
13,03:00,28.0
13,04:00,54.62
13,05:00,95.03
13,06:00,86.96
13,07:00,49.99
13,08:00,19.91
13,09:00,70.54
13,10:00,74.75
13,11:00,99.04
13,12:00,90.09
13,13:00,47.7
13,14:00,76.38
13,15:00,5.35
13,16:00,28.08
13,17:00,18.11
13,18:00,49.76
13,19:00,64.75
13,20:00,30.81
13,21:00,80.07
13,22:00,17.02
13,23:00,95.22
13,00:00,100.0
14,00:00,87.34
14,01:00,34.04
14,02:00,77.02
14,03:00,89.25
14,04:00,13.21
14,05:00,80.08
14,06:00,3.23
14,07:00,6.44
14,08:00,88.29
14,09:00,24.71
14,10:00,11.54
14,11:00,56.46
14,12:00,23.36
14,13:00,57.5
14,14:00,17.95
14,15:00,59.99
14,16:00,93.31
14,17:00,5.57
14,18:00,74.73
14,19:00,75.39
14,20:00,39.17
14,21:00,11.93
14,22:00,85.86
14,23:00,54.0
14,00:00,100.0
15,00:00,64.88
15,01:00,1.82
15,02:00,64.07
15,03:00,91.14
15,04:00,70.61
15,05:00,65.75
15,06:00,23.84
15,07:00,13.41
15,08:00,88.08
15,09:00,12.79
15,10:00,59.93
15,11:00,19.76
15,12:00,45.29
15,13:00,96.32
15,14:00,39.69
15,15:00,84.98
15,16:00,30.7
15,17:00,51.99
15,18:00,34.68
15,19:00,99.53
15,20:00,80.46
15,21:00,49.86
15,22:00,22.26
15,23:00,79.16
15,00:00,100.0
16,00:00,65.7
16,01:00,29.0
16,02:00,88.37
16,03:00,60.23
16,04:00,32.44
16,05:00,74.76
16,06:00,8.62
16,07:00,79.37
16,08:00,69.14
16,09:00,78.68
16,10:00,75.94
16,11:00,81.26
16,12:00,38.71
16,13:00,94.05
16,14:00,55.04
16,15:00,13.29
16,16:00,43.71
16,17:00,69.13
16,18:00,67.59
16,19:00,18.15
16,20:00,60.64
16,21:00,51.83
16,22:00,53.57
16,23:00,45.95
16,00:00,100.0
17,00:00,65.74
17,01:00,33.93
17,02:00,53.28
17,03:00,16.42
17,04:00,72.42
17,05:00,35.99
17,06:00,67.48
17,07:00,13.39
17,08:00,64.21
17,09:00,14.61
17,10:00,50.72
17,11:00,93.47
17,12:00,95.96
17,13:00,59.16
17,14:00,22.99
17,15:00,43.85
17,16:00,70.62
17,17:00,32.32
17,18:00,20.41
17,19:00,85.49
17,20:00,58.46
17,21:00,39.11
17,22:00,72.08
17,23:00,98.54
17,00:00,100.0
18,00:00,98.03
18,01:00,97.09
18,02:00,47.94
18,03:00,1.48
18,04:00,43.58
18,05:00,85.58
18,06:00,43.96
18,07:00,46.49
18,08:00,75.57
18,09:00,0.87
18,10:00,83.9
18,11:00,57.21
18,12:00,65.77
18,13:00,1.82
18,14:00,21.58
18,15:00,59.67
18,16:00,60.75
18,17:00,43.7
18,18:00,33.02
18,19:00,12.61
18,20:00,19.16
18,21:00,24.65
18,22:00,17.82
18,23:00,24.1
18,00:00,100.0
19,00:00,37.03
19,01:00,98.66
19,02:00,36.01
19,03:00,16.5
19,04:00,25.29
19,05:00,34.95
19,06:00,81.84
19,07:00,71.56
19,08:00,27.89
19,09:00,52.59
19,10:00,62.83
19,11:00,61.52
19,12:00,91.2
19,13:00,45.69
19,14:00,62.45
19,15:00,86.29
19,16:00,39.88
19,17:00,52.24
19,18:00,31.05
19,19:00,6.58
19,20:00,54.07
19,21:00,97.79
19,22:00,55.72
19,23:00,32.21
19,00:00,100.0
20,00:00,59.79
20,01:00,47.07
20,02:00,80.76
20,03:00,4.83
20,04:00,69.92
20,05:00,39.62
20,06:00,59.72
20,07:00,14.1
20,08:00,71.9
20,09:00,14.71
20,10:00,96.25
20,11:00,62.27
20,12:00,13.02
20,13:00,47.08
20,14:00,19.29
20,15:00,93.4
20,16:00,23.26
20,17:00,48.81
20,18:00,0.15
20,19:00,89.51
20,20:00,19.54
20,21:00,52.78
20,22:00,18.53
20,23:00,35.33
20,00:00,100.0
21,00:00,33.24
21,01:00,76.2
21,02:00,1.55
21,03:00,73.88
21,04:00,97.39
21,05:00,74.02
21,06:00,35.37
21,07:00,52.91
21,08:00,32.53
21,09:00,75.62
21,10:00,12.42
21,11:00,63.67
21,12:00,70.9
21,13:00,59.41
21,14:00,16.05
21,15:00,11.57
21,16:00,62.62
21,17:00,0.65
21,18:00,96.39
21,19:00,86.67
21,20:00,62.21
21,21:00,73.24
21,22:00,0.0
21,23:00,90.84
21,00:00,100.0
22,00:00,74.2
22,01:00,2.95
22,02:00,96.28
22,03:00,30.63
22,04:00,56.47
22,05:00,54.63
22,06:00,3.85
22,07:00,23.15
22,08:00,50.86
22,09:00,89.9
22,10:00,12.07
22,11:00,34.54
22,12:00,74.08
22,13:00,79.16
22,14:00,18.36
22,15:00,63.63
22,16:00,8.92
22,17:00,88.05
22,18:00,33.59
22,19:00,51.64
22,20:00,31.15
22,21:00,1.65
22,22:00,63.57
22,23:00,93.23
22,00:00,100.0
23,00:00,39.24
23,01:00,97.22
23,02:00,1.47
23,03:00,21.54
23,04:00,92.38
23,05:00,89.96
23,06:00,39.32
23,07:00,33.82
23,08:00,52.36
23,09:00,15.31
23,10:00,65.84
23,11:00,27.13
23,12:00,12.16
23,13:00,50.16
23,14:00,90.77
23,15:00,92.37
23,16:00,71.18
23,17:00,61.91
23,18:00,97.92
23,19:00,7.63
23,20:00,50.15
23,21:00,93.58
23,22:00,7.04
23,23:00,96.77
23,00:00,100.0
24,00:00,10.0
24,01:00,24.81
24,02:00,0.46
24,03:00,8.46
24,04:00,35.16
24,05:00,56.5
24,06:00,43.04
24,07:00,92.81
24,08:00,4.44
24,09:00,48.32
24,10:00,76.92
24,11:00,6.35
24,12:00,4.41
24,13:00,38.51
24,14:00,4.09
24,15:00,69.4
24,16:00,3.66
24,17:00,8.07
24,18:00,84.02
24,19:00,43.35
24,20:00,11.78
24,21:00,36.01
24,22:00,89.58
24,23:00,78.78
24,00:00,100.0
25,00:00,47.15
25,01:00,79.72
25,02:00,93.92
25,03:00,78.33
25,04:00,61.86
25,05:00,98.47
25,06:00,8.08
25,07:00,44.66
25,08:00,5.06
25,09:00,41.27
25,10:00,79.85
25,11:00,47.11
25,12:00,10.72
25,13:00,35.51
25,14:00,19.21
25,15:00,61.29
25,16:00,92.95
25,17:00,63.6
25,18:00,37.1
25,19:00,44.47
25,20:00,3.65
25,21:00,59.6
25,22:00,61.69
25,23:00,87.81
25,00:00,100.0
26,00:00,83.51
26,01:00,13.87
26,02:00,42.98
26,03:00,12.53
26,04:00,89.32
26,05:00,58.44
26,06:00,98.16
26,07:00,57.39
26,08:00,81.85
26,09:00,5.6
26,10:00,33.63
26,11:00,54.68
26,12:00,41.44
26,13:00,59.38
26,14:00,48.45
26,15:00,96.77
26,16:00,78.57
26,17:00,75.08
26,18:00,73.68
26,19:00,88.36
26,20:00,78.09
26,21:00,30.64
26,22:00,10.26
26,23:00,42.31
26,00:00,100.0
27,00:00,99.97
27,01:00,26.42
27,02:00,51.27
27,03:00,15.55
27,04:00,61.4
27,05:00,39.08
27,06:00,69.58
27,07:00,92.02
27,08:00,8.26
27,09:00,18.37
27,10:00,14.6
27,11:00,12.93
27,12:00,12.29
27,13:00,20.54
27,14:00,10.83
27,15:00,28.17
27,16:00,54.9
27,17:00,35.61
27,18:00,5.32
27,19:00,72.37
27,20:00,40.75
27,21:00,73.05
27,22:00,16.0
27,23:00,27.64
27,00:00,100.0
28,00:00,2.75
28,01:00,44.93
28,02:00,34.61
28,03:00,70.89
28,04:00,52.64
28,05:00,13.55
28,06:00,99.91
28,07:00,93.55
28,08:00,70.22
28,09:00,64.53
28,10:00,45.6
28,11:00,14.38
28,12:00,88.68
28,13:00,15.48
28,14:00,69.37
28,15:00,56.05
28,16:00,10.94
28,17:00,1.65
28,18:00,6.8
28,19:00,64.32
28,20:00,29.47
28,21:00,1.19
28,22:00,93.39
28,23:00,74.36
28,00:00,100.0
29,00:00,88.77
29,01:00,32.92
29,02:00,26.88
29,03:00,18.93
29,04:00,40.82
29,05:00,22.47
29,06:00,20.23
29,07:00,12.3
29,08:00,78.71
29,09:00,94.45
29,10:00,33.66
29,11:00,80.3
29,12:00,74.94
29,13:00,89.9
29,14:00,39.5
29,15:00,39.34
29,16:00,95.99
29,17:00,8.22
29,18:00,87.99
29,19:00,3.38
29,20:00,29.22
29,21:00,12.01
29,22:00,86.12
29,23:00,41.52
29,00:00,100.0
30,00:00,42.59
30,01:00,83.05
30,02:00,91.82
30,03:00,88.8
30,04:00,86.61
30,05:00,36.86
30,06:00,91.54
30,07:00,34.24
30,08:00,4.78
30,09:00,51.28
30,10:00,53.62
30,11:00,48.83
30,12:00,42.87
30,13:00,45.57
30,14:00,84.6
30,15:00,73.72
30,16:00,3.41
30,17:00,29.63
30,18:00,77.0
30,19:00,83.86
30,20:00,59.94
30,21:00,48.76
30,22:00,88.95
30,23:00,16.62
30,00:00,100.0
31,00:00,11.51
31,01:00,92.57
31,02:00,98.34
31,03:00,25.61
31,04:00,94.96
31,05:00,41.91
31,06:00,88.61
31,07:00,9.37
31,08:00,2.19
31,09:00,43.01
31,10:00,30.08
31,11:00,64.26
31,12:00,64.95
31,13:00,78.49
31,14:00,76.46
31,15:00,79.91
31,16:00,93.64
31,17:00,38.55
31,18:00,46.3
31,19:00,72.57
31,20:00,53.39
31,21:00,90.15
31,22:00,6.08
31,23:00,13.86
31,00:00,100.0
32,00:00,78.99
32,01:00,19.14
32,02:00,63.2
32,03:00,86.97
32,04:00,27.72
32,05:00,56.84
32,06:00,12.17
32,07:00,80.99
32,08:00,27.8
32,09:00,73.79
32,10:00,20.79
32,11:00,17.62
32,12:00,73.84
32,13:00,43.54
32,14:00,98.91
32,15:00,19.97
32,16:00,30.69
32,17:00,90.55
32,18:00,52.09
32,19:00,59.36
32,20:00,77.15
32,21:00,92.86
32,22:00,40.58
32,23:00,54.37
32,00:00,100.0
33,00:00,19.79
33,01:00,37.47
33,02:00,27.5
33,03:00,27.34
33,04:00,36.0
33,05:00,27.47
33,06:00,63.43
33,07:00,21.44
33,08:00,61.65
33,09:00,23.8
33,10:00,60.89
33,11:00,9.99
33,12:00,68.01
33,13:00,29.71
33,14:00,53.53
33,15:00,60.26
33,16:00,12.72
33,17:00,56.67
33,18:00,55.19
33,19:00,73.6
33,20:00,50.82
33,21:00,72.25
33,22:00,3.64
33,23:00,22.35
33,00:00,100.0
34,00:00,65.41
34,01:00,78.5
34,02:00,83.47
34,03:00,21.84
34,04:00,46.51
34,05:00,0.58
34,06:00,55.63
34,07:00,64.77
34,08:00,84.67
34,09:00,88.94
34,10:00,36.88
34,11:00,26.26
34,12:00,12.45
34,13:00,37.6
34,14:00,29.63
34,15:00,43.82
34,16:00,66.99
34,17:00,33.77
34,18:00,42.28
34,19:00,4.74
34,20:00,86.72
34,21:00,10.24
34,22:00,83.58
34,23:00,83.66
34,00:00,100.0
35,00:00,46.01
35,01:00,20.27
35,02:00,52.66
35,03:00,20.82
35,04:00,55.64
35,05:00,42.96
35,06:00,32.85
35,07:00,65.97
35,08:00,52.77
35,09:00,36.93
35,10:00,77.65
35,11:00,69.28
35,12:00,11.54
35,13:00,80.21
35,14:00,51.97
35,15:00,34.12
35,16:00,45.7
35,17:00,5.97
35,18:00,84.52
35,19:00,7.57
35,20:00,72.22
35,21:00,26.25
35,22:00,0.45
35,23:00,48.51
35,00:00,100.0
36,00:00,24.04
36,01:00,69.03
36,02:00,23.47
36,03:00,63.33
36,04:00,1.49
36,05:00,6.82
36,06:00,15.54
36,07:00,31.55
36,08:00,54.87
36,09:00,56.07
36,10:00,66.44
36,11:00,74.61
36,12:00,91.07
36,13:00,15.31
36,14:00,30.47
36,15:00,74.3
36,16:00,31.61
36,17:00,48.06
36,18:00,90.63
36,19:00,67.3
36,20:00,84.46
36,21:00,98.29
36,22:00,0.17
36,23:00,0.54
36,00:00,100.0
37,00:00,63.99
37,01:00,81.66
37,02:00,12.92
37,03:00,7.19
37,04:00,2.54
37,05:00,8.89
37,06:00,42.34
37,07:00,50.99
37,08:00,64.41
37,09:00,16.9
37,10:00,21.09
37,11:00,3.96
37,12:00,0.25
37,13:00,70.97
37,14:00,95.95
37,15:00,34.99
37,16:00,4.97
37,17:00,77.71
37,18:00,25.69
37,19:00,41.95
37,20:00,96.89
37,21:00,28.35
37,22:00,42.9
37,23:00,2.78
37,00:00,100.0
38,00:00,14.82
38,01:00,37.3
38,02:00,9.56
38,03:00,74.79
38,04:00,85.64
38,05:00,68.31
38,06:00,29.57
38,07:00,88.13
38,08:00,97.51
38,09:00,90.83
38,10:00,68.67
38,11:00,30.01
38,12:00,64.8
38,13:00,38.27
38,14:00,38.98
38,15:00,72.19
38,16:00,32.8
38,17:00,12.97
38,18:00,60.83
38,19:00,13.75
38,20:00,13.59
38,21:00,13.09
38,22:00,49.22
38,23:00,81.1
38,00:00,100.0
39,00:00,48.34
39,01:00,97.8
39,02:00,37.63
39,03:00,45.06
39,04:00,19.9
39,05:00,77.11
39,06:00,83.81
39,07:00,61.27
39,08:00,91.76
39,09:00,55.96
39,10:00,6.41
39,11:00,55.11
39,12:00,86.5
39,13:00,59.31
39,14:00,30.93
39,15:00,13.68
39,16:00,11.82
39,17:00,80.42
39,18:00,96.62
39,19:00,75.59
39,20:00,74.21
39,21:00,38.98
39,22:00,61.81
39,23:00,28.24
39,00:00,100.0
40,00:00,94.79
40,01:00,60.68
40,02:00,54.6
40,03:00,36.23
40,04:00,89.82
40,05:00,14.55
40,06:00,10.58
40,07:00,54.61
40,08:00,44.51
40,09:00,33.29
40,10:00,56.78
40,11:00,98.45
40,12:00,98.27
40,13:00,61.72
40,14:00,65.63
40,15:00,96.65
40,16:00,70.49
40,17:00,61.36
40,18:00,46.66
40,19:00,53.09
40,20:00,25.54
40,21:00,77.28
40,22:00,40.96
40,23:00,33.09
40,00:00,100.0
41,00:00,49.66
41,01:00,81.7
41,02:00,22.97
41,03:00,61.94
41,04:00,6.38
41,05:00,62.23
41,06:00,89.51
41,07:00,44.78
41,08:00,88.51
41,09:00,39.14
41,10:00,94.1
41,11:00,55.77
41,12:00,85.67
41,13:00,80.44
41,14:00,94.61
41,15:00,27.98
41,16:00,2.95
41,17:00,20.15
41,18:00,68.23
41,19:00,35.53
41,20:00,13.06
41,21:00,11.32
41,22:00,62.06
41,23:00,96.79
41,00:00,100.0
42,00:00,22.84
42,01:00,62.36
42,02:00,18.18
42,03:00,46.31
42,04:00,63.77
42,05:00,73.85
42,06:00,82.41
42,07:00,92.55
42,08:00,87.2
42,09:00,74.21
42,10:00,91.71
42,11:00,20.69
42,12:00,63.39
42,13:00,78.32
42,14:00,37.59
42,15:00,45.09
42,16:00,15.16
42,17:00,55.93
42,18:00,19.87
42,19:00,67.19
42,20:00,97.55
42,21:00,68.47
42,22:00,41.17
42,23:00,86.98
42,00:00,100.0
43,00:00,93.78
43,01:00,62.42
43,02:00,35.92
43,03:00,4.29
43,04:00,88.87
43,05:00,97.21
43,06:00,90.91
43,07:00,49.12
43,08:00,46.72
43,09:00,40.97
43,10:00,55.39
43,11:00,77.51
43,12:00,44.5
43,13:00,76.04
43,14:00,23.05
43,15:00,69.83
43,16:00,39.24
43,17:00,5.45
43,18:00,33.28
43,19:00,72.73
43,20:00,81.54
43,21:00,57.39
43,22:00,36.61
43,23:00,47.34
43,00:00,100.0
44,00:00,46.35
44,01:00,55.98
44,02:00,13.45
44,03:00,63.46
44,04:00,26.66
44,05:00,0.23
44,06:00,56.32
44,07:00,87.25
44,08:00,78.94
44,09:00,60.42
44,10:00,73.92
44,11:00,93.58
44,12:00,44.88
44,13:00,55.66
44,14:00,48.57
44,15:00,47.25
44,16:00,37.74
44,17:00,92.63
44,18:00,54.09
44,19:00,79.39
44,20:00,82.62
44,21:00,22.48
44,22:00,30.64
44,23:00,81.11
44,00:00,100.0
45,00:00,23.8
45,01:00,78.08
45,02:00,3.37
45,03:00,35.08
45,04:00,95.94
45,05:00,15.65
45,06:00,39.8
45,07:00,73.5
45,08:00,24.97
45,09:00,98.99
45,10:00,18.44
45,11:00,81.19
45,12:00,71.44
45,13:00,98.67
45,14:00,9.68
45,15:00,9.04
45,16:00,69.28
45,17:00,18.09
45,18:00,69.54
45,19:00,7.92
45,20:00,94.92
45,21:00,15.72
45,22:00,29.65
45,23:00,48.21
45,00:00,100.0
46,00:00,14.91
46,01:00,75.08
46,02:00,63.19
46,03:00,40.27
46,04:00,82.58
46,05:00,71.87
46,06:00,3.84
46,07:00,48.01
46,08:00,8.87
46,09:00,57.3
46,10:00,9.98
46,11:00,30.62
46,12:00,20.36
46,13:00,77.21
46,14:00,37.54
46,15:00,3.53
46,16:00,72.57
46,17:00,80.69
46,18:00,76.44
46,19:00,35.64
46,20:00,85.11
46,21:00,19.3
46,22:00,3.92
46,23:00,40.24
46,00:00,100.0
47,00:00,39.62
47,01:00,73.36
47,02:00,75.68
47,03:00,73.44
47,04:00,36.68
47,05:00,25.59
47,06:00,64.29
47,07:00,22.52
47,08:00,41.5
47,09:00,13.15
47,10:00,18.6
47,11:00,65.7
47,12:00,10.87
47,13:00,25.38
47,14:00,89.87
47,15:00,92.83
47,16:00,51.41
47,17:00,4.4
47,18:00,5.87
47,19:00,23.23
47,20:00,47.3
47,21:00,17.49
47,22:00,10.16
47,23:00,50.18
47,00:00,100.0
48,00:00,48.49
48,01:00,34.53
48,02:00,4.89
48,03:00,27.0
48,04:00,11.89
48,05:00,19.89
48,06:00,7.43
48,07:00,58.08
48,08:00,32.07
48,09:00,71.58
48,10:00,18.58
48,11:00,81.55
48,12:00,47.68
48,13:00,39.77
48,14:00,79.24
48,15:00,2.82
48,16:00,28.39
48,17:00,22.05
48,18:00,63.35
48,19:00,27.97
48,20:00,54.26
48,21:00,34.72
48,22:00,14.59
48,23:00,96.56
48,00:00,100.0
49,00:00,27.85
49,01:00,6.92
49,02:00,0.52
49,03:00,29.33
49,04:00,47.5
49,05:00,11.85
49,06:00,28.45
49,07:00,63.69
49,08:00,36.58
49,09:00,33.54
49,10:00,41.52
49,11:00,95.56
49,12:00,84.41
49,13:00,18.26
49,14:00,56.99
49,15:00,94.03
49,16:00,74.63
49,17:00,81.72
49,18:00,87.08
49,19:00,50.67
49,20:00,37.81
49,21:00,77.57
49,22:00,82.68
49,23:00,19.89
49,00:00,100.0
50,00:00,85.05
50,01:00,65.52
50,02:00,78.64
50,03:00,2.59
50,04:00,29.47
50,05:00,38.62
50,06:00,13.23
50,07:00,7.04
50,08:00,69.53
50,09:00,35.14
50,10:00,69.24
50,11:00,28.27
50,12:00,75.86
50,13:00,11.87
50,14:00,84.3
50,15:00,99.13
50,16:00,51.55
50,17:00,69.89
50,18:00,54.84
50,19:00,85.96
50,20:00,9.58
50,21:00,37.23
50,22:00,9.22
50,23:00,34.47
50,00:00,100.0
51,00:00,23.85
51,01:00,40.71
51,02:00,63.46
51,03:00,41.63
51,04:00,85.4
51,05:00,4.9
51,06:00,10.62
51,07:00,90.66
51,08:00,28.57
51,09:00,5.4
51,10:00,9.12
51,11:00,27.12
51,12:00,95.01
51,13:00,2.35
51,14:00,72.5
51,15:00,25.93
51,16:00,52.45
51,17:00,32.52
51,18:00,78.36
51,19:00,76.71
51,20:00,18.14
51,21:00,80.25
51,22:00,91.53
51,23:00,17.19
51,00:00,100.0
52,00:00,53.83
52,01:00,23.53
52,02:00,82.12
52,03:00,54.17
52,04:00,10.76
52,05:00,54.82
52,06:00,81.13
52,07:00,63.83
52,08:00,99.67
52,09:00,99.14
52,10:00,26.16
52,11:00,34.76
52,12:00,48.99
52,13:00,33.37
52,14:00,60.31
52,15:00,52.04
52,16:00,68.85
52,17:00,50.77
52,18:00,91.52
52,19:00,69.56
52,20:00,77.77
52,21:00,28.72
52,22:00,11.3
52,23:00,46.76
52,00:00,100.0
53,00:00,83.94
53,01:00,59.97
53,02:00,6.98
53,03:00,56.73
53,04:00,42.19
53,05:00,91.54
53,06:00,81.45
53,07:00,55.05
53,08:00,71.87
53,09:00,85.46
53,10:00,88.73
53,11:00,39.57
53,12:00,95.72
53,13:00,94.15
53,14:00,84.21
53,15:00,64.3
53,16:00,7.3
53,17:00,58.94
53,18:00,79.46
53,19:00,71.88
53,20:00,81.74
53,21:00,26.16
53,22:00,31.72
53,23:00,49.44
53,00:00,100.0
54,00:00,79.71
54,01:00,99.26
54,02:00,10.96
54,03:00,5.92
54,04:00,58.35
54,05:00,25.47
54,06:00,50.71
54,07:00,56.68
54,08:00,15.33
54,09:00,91.43
54,10:00,32.43
54,11:00,86.76
54,12:00,55.1
54,13:00,21.28
54,14:00,4.11
54,15:00,17.0
54,16:00,91.08
54,17:00,83.5
54,18:00,82.34
54,19:00,75.24
54,20:00,45.68
54,21:00,34.32
54,22:00,42.39
54,23:00,27.97
54,00:00,100.0
55,00:00,65.81
55,01:00,75.77
55,02:00,9.53
55,03:00,24.5
55,04:00,83.06
55,05:00,19.96
55,06:00,46.9
55,07:00,7.69
55,08:00,67.24
55,09:00,16.51
55,10:00,96.33
55,11:00,45.24
55,12:00,6.04
55,13:00,62.03
55,14:00,19.16
55,15:00,40.03
55,16:00,73.89
55,17:00,73.4
55,18:00,78.34
55,19:00,59.82
55,20:00,87.12
55,21:00,35.17
55,22:00,15.77
55,23:00,26.24
55,00:00,100.0
56,00:00,40.44
56,01:00,54.34
56,02:00,98.97
56,03:00,6.17
56,04:00,25.73
56,05:00,20.07
56,06:00,89.98
56,07:00,25.53
56,08:00,77.35
56,09:00,56.48
56,10:00,42.4
56,11:00,71.94
56,12:00,74.98
56,13:00,29.75
56,14:00,85.34
56,15:00,49.57
56,16:00,53.4
56,17:00,7.75
56,18:00,79.11
56,19:00,24.88
56,20:00,63.46
56,21:00,8.37
56,22:00,13.74
